PT_CODE	PT_STR	HG_CODE	HG_STR
10058753	Plasmablast count increased	10018851	Haematology investigations (incl blood groups)
10059966	B-lymphocyte count	10018851	Haematology investigations (incl blood groups)
10059998	B-lymphocyte count increased	10018851	Haematology investigations (incl blood groups)
10059477	Band neutrophil count	10018851	Haematology investigations (incl blood groups)
10059468	Band neutrophil percentage	10018851	Haematology investigations (incl blood groups)
10059130	Band neutrophil percentage decreased	10018851	Haematology investigations (incl blood groups)
10059129	Band neutrophil percentage increased	10018851	Haematology investigations (incl blood groups)
10059471	Basophil percentage	10018851	Haematology investigations (incl blood groups)
10059464	Eosinophil percentage	10018851	Haematology investigations (incl blood groups)
10059608	Factor XIII Inhibition	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10059902	Glucose-6-phosphate dehydrogenase abnormal	10018851	Haematology investigations (incl blood groups)
10059901	Glucose-6-phosphate dehydrogenase normal	10018851	Haematology investigations (incl blood groups)
10060045	Haemoglobin E absent	10018851	Haematology investigations (incl blood groups)
10060046	Haemoglobin E present	10018851	Haematology investigations (incl blood groups)
10059598	Heparin resistance	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10059462	Lymphoblast count	10018851	Haematology investigations (incl blood groups)
10059905	Lymphocyte percentage	10018851	Haematology investigations (incl blood groups)
10059469	Metamyelocyte percentage	10018851	Haematology investigations (incl blood groups)
10059463	Mitogen stimulation test	10018851	Haematology investigations (incl blood groups)
10059473	Monocyte percentage	10018851	Haematology investigations (incl blood groups)
10059472	Myeloblast percentage	10018851	Haematology investigations (incl blood groups)
10059470	Myelocyte percentage	10018851	Haematology investigations (incl blood groups)
10059467	Neutrophil percentage	10018851	Haematology investigations (incl blood groups)
10059684	Plasmin decreased	10018851	Haematology investigations (incl blood groups)
10060221	Platelet morphology normal	10018851	Haematology investigations (incl blood groups)
10060195	Proerythroblast count	10018851	Haematology investigations (incl blood groups)
10060227	Proerythroblast count abnormal	10018851	Haematology investigations (incl blood groups)
10060229	Proerythroblast count decreased	10018851	Haematology investigations (incl blood groups)
10060228	Proerythroblast count increased	10018851	Haematology investigations (incl blood groups)
10060226	Proerythroblast count normal	10018851	Haematology investigations (incl blood groups)
10059915	Red blood cell anisocytes present	10018851	Haematology investigations (incl blood groups)
10060122	Red blood cell microcytes	10018851	Haematology investigations (incl blood groups)
10060135	Red blood cell microcytes absent	10018851	Haematology investigations (incl blood groups)
10060197	Red blood cell morphology normal	10018851	Haematology investigations (incl blood groups)
10059947	Red blood cell poikilocytes present	10018851	Haematology investigations (incl blood groups)
10059916	Red blood cell spherocytes present	10018851	Haematology investigations (incl blood groups)
10059917	Reticulocyte percentage	10018851	Haematology investigations (incl blood groups)
10059919	Reticulocyte percentage abnormal	10018851	Haematology investigations (incl blood groups)
10059921	Reticulocyte percentage decreased	10018851	Haematology investigations (incl blood groups)
10059920	Reticulocyte percentage increased	10018851	Haematology investigations (incl blood groups)
10059918	Reticulocyte percentage normal	10018851	Haematology investigations (incl blood groups)
10059741	T-lymphocyte count	10018851	Haematology investigations (incl blood groups)
10057264	T-lymphocyte count increased	10018851	Haematology investigations (incl blood groups)
10059478	White blood cell analysis	10018851	Haematology investigations (incl blood groups)
10059478	White blood cell analysis	10018851	Haematology investigations (incl blood groups)
10059479	White blood cell analysis decreased	10018851	Haematology investigations (incl blood groups)
10059480	White blood cell analysis increased	10018851	Haematology investigations (incl blood groups)
10059620	Plasminogen activator inhibitor	10018851	Haematology investigations (incl blood groups)
10043645	Thrombotic microangiopathy	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10062084	Platelet aggregation	10018851	Haematology investigations (incl blood groups)
10047939	White blood cell count	10018851	Haematology investigations (incl blood groups)
10047939	White blood cell count	10018851	Haematology investigations (incl blood groups)
10022651	Intestinal gangrene	10018031	Gastrointestinal vascular conditions
10061886	Neutrophil function test	10018851	Haematology investigations (incl blood groups)
10061786	Coombs test	10018851	Haematology investigations (incl blood groups)
10060978	Basophil count abnormal	10018851	Haematology investigations (incl blood groups)
10025252	Lymphocyte count abnormal	10018851	Haematology investigations (incl blood groups)
10061293	Monocyte count abnormal	10018851	Haematology investigations (incl blood groups)
10061313	Neutrophil count abnormal	10018851	Haematology investigations (incl blood groups)
10037057	Prothrombin time abnormal	10018851	Haematology investigations (incl blood groups)
10000631	Activated partial thromboplastin time abnormal	10018851	Haematology investigations (incl blood groups)
10047940	White blood cell count abnormal	10018851	Haematology investigations (incl blood groups)
10005518	Blood fibrinogen abnormal	10018851	Haematology investigations (incl blood groups)
10005818	Blood thrombin abnormal	10018851	Haematology investigations (incl blood groups)
10005824	Blood thromboplastin abnormal	10018851	Haematology investigations (incl blood groups)
10007192	Capillary fragility abnormal	10018851	Haematology investigations (incl blood groups)
10023279	Kaolin cephalin clotting time abnormal	10018851	Haematology investigations (incl blood groups)
10009669	Clot retraction abnormal	10018851	Haematology investigations (incl blood groups)
10009791	Coagulation time abnormal	10018851	Haematology investigations (incl blood groups)
10016575	Fibrin abnormal	10018851	Haematology investigations (incl blood groups)
10016604	Fibrinolysis abnormal	10018851	Haematology investigations (incl blood groups)
10022592	International normalised ratio abnormal	10018851	Haematology investigations (incl blood groups)
10035538	Platelet morphology abnormal	10018851	Haematology investigations (incl blood groups)
10035517	Platelet aggregation decreased	10018851	Haematology investigations (incl blood groups)
10035518	Platelet aggregation increased	10018851	Haematology investigations (incl blood groups)
10009794	Coagulation time normal	10018851	Haematology investigations (incl blood groups)
10009799	Coagulation time prolonged	10018851	Haematology investigations (incl blood groups)
10009800	Coagulation time shortened	10018851	Haematology investigations (incl blood groups)
10041126	Small intestine gangrene	10018031	Gastrointestinal vascular conditions
10061770	Coagulation factor IX level abnormal	10018851	Haematology investigations (incl blood groups)
10061771	Coagulation factor V level abnormal	10018851	Haematology investigations (incl blood groups)
10061772	Coagulation factor VII level abnormal	10018851	Haematology investigations (incl blood groups)
10061773	Coagulation factor VIII level abnormal	10018851	Haematology investigations (incl blood groups)
10061089	Coombs test negative	10018851	Haematology investigations (incl blood groups)
10061090	Coombs test positive	10018851	Haematology investigations (incl blood groups)
10060906	Dilutional coagulopathy	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10061125	Eosinophil count abnormal	10018851	Haematology investigations (incl blood groups)
10061843	Eosinophil morphology abnormal	10018851	Haematology investigations (incl blood groups)
10061844	Eosinophil morphology normal	10018851	Haematology investigations (incl blood groups)
10061707	Eosinophil morphology	10018851	Haematology investigations (incl blood groups)
10062268	Erythroblast morphology abnormal	10018851	Haematology investigations (incl blood groups)
10062270	Erythroblast morphology	10018851	Haematology investigations (incl blood groups)
10062045	Lymphoblast morphology	10018851	Haematology investigations (incl blood groups)
10062047	Lymphocyte morphology abnormal	10018851	Haematology investigations (incl blood groups)
10062048	Lymphocyte morphology normal	10018851	Haematology investigations (incl blood groups)
10062046	Lymphocyte morphology	10018851	Haematology investigations (incl blood groups)
10060759	Lymphocyte stimulation test negative	10018851	Haematology investigations (incl blood groups)
10060760	Lymphocyte stimulation test positive	10018851	Haematology investigations (incl blood groups)
10060758	Lymphocyte stimulation test	10018851	Haematology investigations (incl blood groups)
10062200	Mitogen stimulation test abnormal	10018851	Haematology investigations (incl blood groups)
10062201	Mitogen stimulation test normal	10018851	Haematology investigations (incl blood groups)
10061294	Monocyte morphology abnormal	10018851	Haematology investigations (incl blood groups)
10061708	Monocyte morphology	10018851	Haematology investigations (incl blood groups)
10061867	Neutrophil function test abnormal	10018851	Haematology investigations (incl blood groups)
10061868	Neutrophil function test normal	10018851	Haematology investigations (incl blood groups)
10061869	Neutrophil morphology abnormal	10018851	Haematology investigations (incl blood groups)
10061870	Neutrophil morphology normal	10018851	Haematology investigations (incl blood groups)
10061709	Neutrophil morphology	10018851	Haematology investigations (incl blood groups)
10062236	Platelet adhesiveness normal	10018851	Haematology investigations (incl blood groups)
10062085	Platelet aggregation normal	10018851	Haematology investigations (incl blood groups)
10061539	Platelet function test abnormal	10018851	Haematology investigations (incl blood groups)
10061540	Platelet function test normal	10018851	Haematology investigations (incl blood groups)
10062055	Red blood cell elliptocytes present	10018851	Haematology investigations (incl blood groups)
10062100	Red blood cell morphology abnormal	10018851	Haematology investigations (incl blood groups)
10061690	Basophil morphology normal	10018851	Haematology investigations (incl blood groups)
10061706	Basophil morphology	10018851	Haematology investigations (incl blood groups)
10062137	White blood cell morphology abnormal	10018851	Haematology investigations (incl blood groups)
10060798	White blood cell morphology normal	10018851	Haematology investigations (incl blood groups)
10060832	Acid hemolysin test negative	10018851	Haematology investigations (incl blood groups)
10060838	Acid hemolysin test positive	10018851	Haematology investigations (incl blood groups)
10060822	Acid hemolysin test	10018851	Haematology investigations (incl blood groups)
10061689	Basophil morphology abnormal	10018851	Haematology investigations (incl blood groups)
10062734	Haemoglobin A2	10018851	Haematology investigations (incl blood groups)
10063002	Haemoglobin electrophoresis	10018851	Haematology investigations (incl blood groups)
10063293	CD4 lymphocytes abnormal	10018851	Haematology investigations (incl blood groups)
10063294	CD4 lymphocytes increased	10018851	Haematology investigations (incl blood groups)
10062724	Erythrocyte osmotic fragility test	10018851	Haematology investigations (incl blood groups)
10063247	Haemoglobin C present	10018851	Haematology investigations (incl blood groups)
10062649	Metamyelocyte percentage increased	10018851	Haematology investigations (incl blood groups)
10062772	Myelocyte present	10018851	Haematology investigations (incl blood groups)
10062748	Red blood cell analysis	10018851	Haematology investigations (incl blood groups)
10062702	Capillary fragility decreased	10018851	Haematology investigations (incl blood groups)
10037556	Purpura fulminans	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10063563	Congenital coagulopathy	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10063337	Lymphocyte percentage abnormal	10018851	Haematology investigations (incl blood groups)
10064198	Blood count abnormal	10018851	Haematology investigations (incl blood groups)
10064197	Blood count normal	10018851	Haematology investigations (incl blood groups)
10064196	Blood count	10018851	Haematology investigations (incl blood groups)
10025392	Macrophages decreased	10018851	Haematology investigations (incl blood groups)
10065003	Factor II mutation	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
10064791	Haemoglobin distribution width decreased	10018851	Haematology investigations (incl blood groups)
10064790	Haemoglobin distribution width increased	10018851	Haematology investigations (incl blood groups)
10064665	Macrophages increased	10018851	Haematology investigations (incl blood groups)
10064807	Platelet distribution width decreased	10018851	Haematology investigations (incl blood groups)
10064806	Platelet distribution width increased	10018851	Haematology investigations (incl blood groups)
10064785	Plateletcrit abnormal	10018851	Haematology investigations (incl blood groups)
10064784	Plateletcrit decreased	10018851	Haematology investigations (incl blood groups)
10064783	Plateletcrit increased	10018851	Haematology investigations (incl blood groups)
10064786	Plateletcrit normal	10018851	Haematology investigations (incl blood groups)
10064662	Red blood cell acanthocytes present	10018851	Haematology investigations (incl blood groups)
10064605	Sezary cells increased	10018851	Haematology investigations (incl blood groups)
10065442	Coagulation factor mutation	10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)
